Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
19761004,663,699,480,-26.4317180617,-45.7623809324,-5.313760178,-40.4486207544,2393.4541994977
19761005,418,1022,457,-419.4444444444,-83.1305872836,-26.0202943913,-57.1102928923,2336.3439066054
19761006,455,947,465,-350.9272467903,-109.9102532343,-42.2656420113,-67.644611223,2268.6992953824
19761007,886,542,462,240.8963585434,-74.8295920565,-28.1075419835,-46.722050073,2221.9772453094
19761008,463,954,450,-346.5067043049,-101.9973032813,-44.0275000996,-57.9698031818,2164.0074421277
19761011,247,1207,424,-660.2475928473,-157.8223322379,-74.838504737,-82.983827501,2081.0236146267
19761012,410,987,500,-413.0279169649,-183.3428907106,-91.7479753484,-91.5949153623,1989.4286992644
19761013,1022,407,451,430.3708887334,-121.9715127662,-65.6420321443,-56.329480622,1933.0992186425
19761014,436,985,444,-386.3476425053,-148.4091257401,-81.6773126623,-66.7318130778,1866.3674055647
19761015,750,614,474,99.706744868,-123.5975386793,-72.6081097858,-50.9894288935,1815.3779766712
19761018,932,489,445,311.7522871217,-80.0625560992,-53.3900899404,-26.6724661588,1788.7055105124
19761019,648,731,503,-60.188542422,-78.0751547315,-53.7300125645,-24.345142167,1764.3603683454
19761020,777,596,515,131.8281136198,-57.0848278964,-44.4521062553,-12.6327216411,1751.7276467044
19761021,547,889,456,-238.1615598886,-75.1925010956,-54.137578937,-21.0549221586,1730.6727245457
19761022,379,1019,444,-457.7968526466,-113.4529362507,-74.3205426225,-39.1323936282,1691.5403309175
19761025,664,686,490,-16.2962962963,-103.7372722553,-71.4193303061,-32.3179419491,1659.2223889684
19761026,991,427,460,397.7433004231,-53.5892149874,-47.9611987697,-5.6280162177,1653.5943727506
19761027,853,543,466,222.0630372493,-26.0239897637,-34.4599869687,8.435997205,1662.0303699556
19761028,670,689,497,-13.9808682855,-24.8196776159,-33.4360310346,8.6163534186,1670.6467233743
19761029,1067,375,429,479.8890429958,25.6511944453,-7.769777333,33.4209717783,1704.0676951526
19761101,829,572,502,183.4403997145,41.4301149722,1.7907315193,39.6393834529,1743.7070786054
19761103,313,1193,376,-584.3293492696,-21.145831452,-27.5152725201,6.3694410681,1750.0765196735
19761104,1197,347,336,550.518134715,36.0205651647,1.3863978416,34.6341673231,1784.7106869966
19761105,534,939,400,-274.9490835031,4.9236002979,-12.4303762256,17.3539765235,1802.0646635201
19761108,374,1124,370,-500.6675567423,-45.6355154061,-36.8422352514,-8.7932801547,1793.2713833655
19761109,565,873,459,-214.1863699583,-62.4906008613,-45.7094419868,-16.7811588745,1776.4902244909
19761110,565,843,481,-197.4431818182,-75.985858957,-53.2961289783,-22.6897299787,1753.8004945123
19761111,786,560,490,167.9049034175,-51.5967827195,-42.2360773586,-9.360705361,1744.4397891513
19761112,631,740,495,-79.5040116703,-54.3875056146,-44.0994740741,-10.2880315405,1734.1517576108
19761115,808,579,492,165.1045421774,-32.4383008354,-33.6392732616,1.2009724261,1735.3527300369
19761116,900,543,467,247.4012474012,-4.4543460118,-19.5872472284,15.1329012167,1750.4856312536
19761117,963,469,434,344.9720670391,30.4882952933,-1.359281515,31.8475768084,1782.333208062
19761118,1165,353,383,534.9143610013,80.9309018641,25.4544006108,55.4765012534,1837.8097093153
19761119,919,543,444,257.1819425445,98.5560059322,37.0407777075,61.5152282247,1899.32493754
19761122,1057,450,419,402.7869940279,128.9791047417,55.3280885235,73.6510162183,1972.9759537583
19761123,688,741,464,-37.088873338,112.3723069338,50.7072404304,61.6650665034,2034.6410202616
19761124,968,476,451,340.7202216066,135.207098401,65.2078894892,69.9992089118,2104.6402291735
19761126,945,438,459,366.5943600868,158.3458245696,80.2772130191,78.0686115505,2182.708840724
19761129,636,813,442,-122.1532091097,130.2959212017,70.1556919127,60.140229289,2242.849070013
19761130,614,796,481,-129.0780141844,104.3585276631,60.1940066078,44.1645210553,2287.0135910683
19761201,899,528,475,259.985984583,119.9212733551,70.1836055066,49.7376678485,2336.7512589168
19761202,763,667,483,67.1328671329,114.6424327329,70.0310685879,44.611364145,2381.3626230618
19761203,982,479,462,344.2847364819,137.6066631078,83.7437519826,53.8629111252,2435.225534187
19761206,1169,353,415,536.1366622865,177.4596630256,106.3633974978,71.0962655279,2506.3217997148
19761207,855,662,441,127.2247857614,172.4361752992,107.406466911,65.0297083882,2571.3515081031
19761208,968,505,444,314.3245078072,186.62500855,117.7523689558,68.8726395942,2640.2241476973
19761209,1039,482,403,366.2064431295,204.583152008,130.1750726645,74.4080793435,2714.6322270408
19761210,904,594,430,206.9425901202,204.8190958192,134.0134485372,70.8056472819,2785.4378743227
19761213,877,636,444,159.2861863847,200.2658048757,135.2770854296,64.9887194461,2850.4265937689
19761214,863,620,459,163.8570465273,196.6249290409,136.7060834845,59.9188455564,2910.3454393252
19761215,896,636,448,169.7127937337,193.9337155102,138.356418997,55.5772965132,2965.9227358385
19761216,647,851,445,-136.1815754339,160.9221864158,124.6295192754,36.2926671403,3002.2154029788
19761217,690,782,476,-62.5,138.5799677742,115.2730433116,23.3069244625,3025.5223274413
19761220,523,1004,427,-314.9967256058,93.2222984362,93.7595548658,-0.5372564296,3024.9850710118
19761221,826,661,474,110.9616677875,94.9962353713,94.6196605119,0.3765748595,3025.3616458712
19761222,985,509,449,318.6077643909,117.3573882733,105.8190657058,11.5383225675,3036.8999684387
19761223,726,786,447,-39.6825396825,101.6533954777,98.5439854364,3.1094100413,3040.00937848
19761227,1110,409,389,461.4878209348,137.6368380234,116.6911772113,20.9456608121,3060.9550392921
19761228,1050,450,441,400,163.8731542211,130.8566183507,33.0165358703,3093.9715751624
19761229,708,749,502,-28.1400137268,144.6718374263,122.9067867469,21.7650506794,3115.7366258418
19761230,1061,433,457,420.3480589023,172.2394595739,137.7788503546,34.4606092192,3150.197235061
19761231,1125,394,393,481.2376563529,203.1392792518,154.9517906545,48.1874885972,3198.3847236583
19770103,861,645,438,143.4262948207,197.1679808087,154.3755158629,42.7924649458,3241.1771886041
19770104,588,965,386,-242.7559562138,153.1755871064,134.518942259,18.6566448474,3259.8338334515
19770105,491,1047,397,-361.5084525358,101.7071831422,109.7175725193,-8.0103893771,3251.8234440744
19770106,949,548,461,267.8690714763,118.3233719756,117.6251474671,0.6982245085,3252.5216685829
19770107,843,635,456,140.7307171854,120.5641064966,118.780425953,1.7836805435,3254.3053491264
19770110,813,677,450,91.2751677852,117.6352126255,117.4051630447,0.2300495808,3254.5353987072
19770111,452,1077,391,-408.7638979725,64.9953015657,91.0967099938,-26.1014084281,3228.4339902791
19770112,410,1140,384,-470.9677419355,11.3989972155,62.9934873973,-51.5944901818,3176.8395000973
19770113,1038,451,414,394.2243116185,49.6815286558,79.5550286084,-29.8734999526,3146.9660001447
19770114,817,622,458,135.510771369,58.2644529272,82.3528157464,-24.0883628193,3122.8776373255
19770117,656,799,455,-98.2817869416,42.6098289403,73.321085612,-30.7112566717,3092.1663806537
19770118,634,850,454,-145.5525606469,23.7935899816,62.3774032991,-38.5838133175,3053.5825673362
19770119,998,503,402,329.780146569,54.3922456403,75.7475404626,-21.3552948223,3032.2272725139
19770120,547,914,456,-251.1978097194,23.8332401043,59.4002729535,-35.5670328491,2996.6602396648
19770121,928,567,423,241.4715719064,45.5970732845,68.5038379011,-22.9067646166,2973.7534750482
19770124,804,685,424,79.9194089993,49.029306856,69.074616456,-20.0453096,2953.7081654482
19770125,882,583,459,204.0955631399,64.5359324844,75.8256637902,-11.2897313058,2942.4184341424
19770126,549,907,449,-245.8791208791,33.4944271481,59.7404245568,-26.2459974087,2916.1724367337
19770127,492,957,436,-320.9109730849,-1.9461128752,40.7078546747,-42.6539675499,2873.5184691838
19770128,699,777,402,-52.8455284553,-7.0360544332,36.0301855182,-43.0662399514,2830.4522292324
19770131,603,922,376,-209.1803278689,-27.2504817768,23.7696598488,-51.0201416256,2779.4320876067
19770201,923,529,440,271.349862259,2.6095526268,36.1486699693,-33.5391173426,2745.8929702642
19770202,729,723,440,4.132231405,2.7618205046,34.5478480411,-31.7860275365,2714.1069427276
19770203,542,877,457,-236.0817477097,-21.1225363168,21.0163682536,-42.1389045704,2671.9680381572
19770204,844,601,437,168.1660899654,-2.1936736886,28.3738543392,-30.5675280278,2641.4005101295
19770207,735,693,467,29.4117647059,0.9668701508,28.4257498575,-27.4588797067,2613.9416304228
19770208,671,737,493,-46.875,-3.8173168642,24.6607123646,-28.4780292289,2585.4636011939
19770209,405,1029,449,-435.1464435146,-46.9502295293,1.6703545707,-48.6205840999,2536.843017094
19770210,728,722,438,4.1379310345,-41.8414134729,1.7937333939,-43.6351468668,2493.2078702272
19770211,540,864,467,-230.7692307692,-60.7341952025,-9.8344148143,-50.8997803882,2442.308089839
19770214,738,701,442,25.7123002085,-52.0895456614,-8.0570790632,-44.0324665983,2398.2756232407
19770215,840,602,462,165.0485436893,-30.3757367264,0.5982020745,-30.9739388008,2367.3016844399
19770216,884,572,445,214.2857142857,-5.9095916252,11.282577685,-17.1921693102,2350.1095151297
19770217,480,918,482,-313.30472103,-36.6491045656,-4.9467872507,-31.7023173149,2318.4071978148
19770218,573,798,492,-164.113785558,-49.3955726649,-12.9051371661,-36.4904354988,2281.916762316
19770222,670,780,469,-75.8620689655,-52.0422222949,-16.0529837561,-35.9892385389,2245.9275237771
19770223,609,796,477,-133.0960854093,-60.1476086064,-21.9051388387,-38.2424697677,2207.6850540095
19770224,459,992,440,-367.3328738801,-90.8661351337,-39.1765255908,-51.689609543,2155.9954444665
19770225,555,841,478,-204.8710601719,-102.2666276376,-47.4612523198,-54.8053753177,2101.1900691488
19770228,709,694,472,10.6913756237,-90.9708273114,-44.5536209227,-46.4172063888,2054.77286276
19770301,1041,409,422,435.8620689655,-38.2875376837,-20.5328364283,-17.7547012555,2037.0181615045
19770302,682,701,484,-13.7382501808,-35.8326089334,-20.1931071159,-15.6395018176,2021.378659687
19770303,811,563,499,180.4949053857,-14.1998575015,-10.1587064908,-4.0411510107,2017.3375086763
19770304,873,501,488,270.7423580786,14.2943640565,3.8863467377,10.4080173188,2027.7455259951
19770307,791,623,492,118.8118811881,24.7461157696,9.6326234602,15.1134923095,2042.8590183045
19770308,650,761,492,-78.667611623,14.4047430304,5.217611706,9.1871313244,2052.0461496289
19770309,433,995,450,-393.5574229692,-26.3914735696,-14.7211400277,-11.6703335418,2040.3758160871
19770310,822,566,488,184.4380403458,-5.308522178,-4.7631810091,-0.545341169,2039.8304749181
19770311,796,584,475,153.6231884058,10.5846488804,3.1561374617,7.4285114187,2047.2589863367
19770314,896,545,464,243.5808466343,33.8842686557,15.1773729203,18.7068957354,2065.9658820722
19770315,964,514,452,304.4654939107,60.9423911812,29.6417789698,31.3006122114,2097.2664942836
19770316,809,630,461,124.3919388464,67.2873459478,34.3792869637,32.9080589841,2130.1745532677
19770317,676,709,498,-23.8267148014,58.1759398728,31.4689868754,26.7069529974,2156.8815062651
19770318,650,729,501,-57.2878897752,46.629556908,27.0311430429,19.5984138652,2176.4799201302
19770321,552,894,459,-236.5145228216,18.3151489351,13.8538597497,4.4612891854,2180.9412093156
19770322,562,801,505,-175.3484959648,-1.0512155549,4.3937419639,-5.4449575188,2175.4962517968
19770323,474,895,521,-307.5237399562,-31.698467995,-11.2021321321,-20.496335863,2154.9999159338
19770324,506,870,506,-264.5348837209,-54.9821095676,-23.8687697115,-31.1133398561,2123.8865760777
19770325,513,893,473,-270.2702702703,-76.5109256379,-36.1888447395,-40.3220808984,2083.5644951793
19770328,480,882,509,-295.154185022,-98.3752515763,-49.1371117536,-49.2381398227,2034.3263553565
19770329,866,508,491,260.5531295488,-62.4824134638,-33.6525996885,-28.8298137753,2005.4965415812
19770330,375,1051,459,-474.0532959327,-103.6395017107,-55.6726345007,-47.96686721,1957.5296743712
19770331,601,759,483,-116.1764705882,-104.8931985984,-58.6978263051,-46.1953722934,1911.3343020778
19770401,972,438,439,378.7234042553,-56.5315383131,-36.826764777,-19.704773536,1891.6295285418
19770404,442,994,442,-384.4011142061,-89.3184959024,-54.2054822485,-35.1130136539,1856.5165148879
19770405,485,888,484,-293.5178441369,-109.7384307258,-66.1711003429,-43.5673303829,1812.949184505
19770406,651,691,507,-29.8062593145,-101.7452135847,-64.3528582915,-37.3923552932,1775.5568292118
19770407,779,580,504,146.4311994113,-76.9275722851,-53.8136554063,-23.1139168787,1752.442912333
19770411,857,536,495,230.4379038047,-46.1910246761,-39.6010774458,-6.5899472303,1745.8529651027
19770412,1192,312,397,585.1063829787,16.9387160894,-8.3657044246,25.3044205139,1771.1573856167
19770413,780,625,498,110.3202846975,26.2768729502,-2.4314049685,28.7082779187,1799.8656635353
19770414,1142,370,403,510.582010582,74.7073867134,23.2192658091,51.4881209043,1851.3537844396
19770415,754,686,470,47.2222222222,71.9588702643,24.4194136297,47.5394566345,1898.8932410742
19770418,610,811,490,-141.4496833216,50.6180149057,16.1259587822,34.4920561235,1933.3852971977
19770419,653,805,455,-104.2524005487,35.1309733602,10.1070408156,25.0239325446,1958.4092297423
19770420,886,538,470,244.3820224719,56.0560782714,21.8207898984,34.235288373,1992.6445181153
19770421,564,907,419,-233.1747110809,27.1329993362,9.0710148495,18.0619844867,2010.706502602
19770422,383,1098,400,-482.7819041188,-23.8584910093,-15.521631099,-8.3368599104,2002.3696426916
19770425,304,1213,382,-599.2089650626,-81.3935384147,-44.7059977971,-36.6875406175,1965.6821020741
19770426,611,742,532,-96.8218773097,-82.9363723042,-47.3117917728,-35.6245805314,1930.0575215427
19770427,1068,372,446,483.3333333333,-26.3094017404,-20.7795355175,-5.529866223,1924.5276553198
19770428,784,632,457,107.3446327684,-12.9439982895,-14.3733271032,1.4293288136,1925.9569841334
19770429,838,545,497,211.8582791034,9.5362294498,-3.0617467928,12.5979762426,1938.554960376
19770502,891,488,492,292.2407541697,37.8066819218,11.7033782553,26.1033036665,1964.6582640425
19770503,963,475,451,339.3602225313,67.9620359827,28.0862204691,39.8758155136,2004.5340795561
19770504,922,499,482,297.6776917664,90.9336015611,41.5657940339,49.3678075271,2053.9018870832
19770505,825,610,479,149.8257839721,96.8228198022,46.9787935309,49.8440262713,2103.7459133545
19770506,595,802,488,-148.1746599857,72.3230718234,37.221120855,35.1019509684,2138.8478643229
19770509,607,743,509,-100.7407407407,55.016690567,30.3230277752,24.6936627917,2163.5415271146
19770510,855,578,470,193.3007676204,68.8450982723,38.4719147675,30.3731835048,2193.9147106194
19770511,533,874,497,-242.3596304193,37.7246254032,24.4303375082,13.294287895,2207.2089985144
19770512,652,708,522,-41.1764705882,29.834515804,21.1499971033,8.6845187007,2215.8935172151
19770513,859,537,495,230.659025788,49.9169668024,31.6254485376,18.2915182648,2234.1850354799
19770516,930,530,454,273.9726027397,72.3225303961,43.7428062477,28.5797241485,2262.7647596284
19770517,751,661,483,63.7393767705,71.4642150336,44.7426347738,26.7215802598,2289.4863398882
19770518,965,467,482,347.7653631285,99.0943298431,59.8937711916,39.2005586515,2328.6868985397
19770519,607,773,517,-120.2898550725,77.1559113515,50.8845898784,26.2713214732,2354.9582200128
19770520,592,797,493,-147.5881929446,54.6815009219,40.9609507372,13.7205501847,2368.6787701976
19770523,327,1175,405,-564.5805592543,-7.2447050957,10.6838752376,-17.9285803333,2350.7501898642
19770524,415,1055,444,-435.3741496599,-50.0576495521,-11.6190260072,-38.4386235449,2312.3115663193
19770525,411,1073,431,-446.0916442049,-89.6610490174,-33.3426569171,-56.3183921003,2255.993174219
19770526,628,775,479,-104.7754811119,-91.1724922269,-36.9142981269,-54.2581941,2201.7349801191
19770527,503,862,509,-263.0036630037,-108.3556093045,-48.2187663707,-60.1368429338,2141.5981371852
19770531,509,902,457,-278.5258681786,-125.3726351919,-59.7341214611,-65.6385137308,2075.9596234544
19770601,973,442,482,375.2650176678,-75.308869906,-37.9841645047,-37.3247054013,2038.6349180531
19770602,698,695,494,2.1536252692,-67.5626203884,-35.977275016,-31.5853453725,2007.0495726806
19770603,1025,394,449,444.6793516561,-16.338423184,-11.9444436824,-4.3939795016,2002.655593179
19770606,599,775,514,-128.0931586608,-27.5138967317,-17.7518794313,-9.7620173004,1992.8935758786
19770607,782,592,495,138.2823871907,-10.9342683394,-9.9501661002,-0.9841022393,1991.9094736393
19770608,963,473,462,341.2256267409,24.2817211686,7.6086235419,16.6730976267,2008.582571266
19770609,755,652,468,73.2054015636,29.1740892081,10.888462443,18.2856267651,2026.8681980312
19770610,860,542,467,226.8188302425,48.9385633115,21.6849808329,27.2535824786,2054.1217805098
19770613,782,599,504,132.5126719768,57.2959741781,27.2263653901,30.0696087879,2084.1913892977
19770614,1072,422,443,435.0736278447,95.0737395447,47.6187285129,47.4550110319,2131.6464003296
19770615,726,704,486,15.3846153846,87.1048271287,46.0070228564,41.0978042723,2172.7442046019
19770616,799,574,511,163.8747268755,94.7818171034,51.9004080574,42.881409046,2215.6256136478
19770617,807,563,514,178.102189781,103.1138543712,58.2104971436,44.9033572276,2260.5289708754
19770620,911,513,460,279.4943820225,120.7519071363,69.2746913875,51.4772157488,2312.0061866242
